
2023-09-19T21:53:00.876913+00:00,Code.exe,main.py - Visual Studio Code,gjgj
2023-09-19T21:55:16.753276+00:00,Code.exe,main.py - Visual Studio Code,fasfasf
2023-09-19T21:55:58.514307+00:00,Code.exe,main.py - Visual Studio Code,kkk
2023-09-19T21:58:35.919068+00:00,Code.exe,main.py - Visual Studio Code,hgghj
2023-09-19T22:01:33.595369+00:00,Code.exe,main.py - Visual Studio Code,",./"
2023-09-19T22:06:02.908634+00:00,Code.exe,main.py - Visual Studio Code,sadasd
2023-09-19T22:06:37.451369+00:00,Code.exe,main.py - Visual Studio Code,khkgk
2023-09-19T22:08:54.287764+00:00,Code.exe,main.py - Visual Studio Code,sdfsdf
2023-09-19T22:09:46.161017+00:00,Code.exe,main.py - Visual Studio Code,jgjgjj
2023-09-19T22:58:51.425094+00:00,Code.exe,main.py - Visual Studio Code,s
2023-09-19T22:59:49.138447+00:00,Code.exe,main.py - Visual Studio Code,sad
2023-09-19T23:01:38.415968+00:00,Code.exe,main.py - Visual Studio Code,sdf
2023-09-19T23:02:46.104927+00:00,Code.exe,main.py - Visual Studio Code,asdfas
2023-09-19T23:07:35.665016+00:00,Code.exe,main.py - Visual Studio Code,sadad
2023-09-19T23:13:10.630266+00:00,Code.exe,main.py - Visual Studio Code,ggggggg
2023-09-19T23:17:10.392899+00:00,Code.exe,main.py - Visual Studio Code,salkfj;saljfsadf
2023-09-20T00:02:02.890601+00:00,Code.exe,main.py - Visual Studio Code,asdfsadfsadfsdf
